Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred,File_Name
S-2020-376932,27/10/2020 9:46,Term 4,Violence,Metropolitan North,The Hills,Indecent Assault,,,"An Executive staff member reports XXXX students have disclosed an allegation of indecent assault on school grounds. Parents are aware. Police are attending. #### is being followed. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377037,27/10/2020 10:57,Term 4,Violence,Metropolitan South & South West,St Andrews,Indecent Assault,,,"A student has allegedly indecently assaulted another student on school grounds. Parents and police will be notified. #### is being followed and supports are being put in place. Director, Educational Leadership will be informed. ",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377058,27/10/2020 11:06,Term 4,Welfare,Regional North and West,Macleay Valley,Self Harm,,,"An executive staff member reports student behaviour and student welfare concerns due to an attempt to self harm on school grounds. Staff members intervened and managed the situation. No injuries sustained. No first aid was required. The school is managing the matter. Supports are in place. #### has been followed. Parents have been contacted. Director, Educational Leadership was notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377070,27/10/2020 11:10,Term 4,Criminal Activity,Metropolitan South & South West,Penrith,Bomb Threat,,,"Executive staff reports the school has received a bomb threat via email. Emergency management plan enacted and the school has been evacuated. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377088,27/10/2020 11:19,Term 4,Criminal Activity,Regional South,Camden,Bomb Threat,,,"An Executive staff member reported they received an bomb threat via email. Emergency services were contacted. The school enacted their emergency management plan and the school was evacuated. Police will be attending. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377096,27/10/2020 11:22,Term 4,Criminal Activity,Regional South,Campbelltown,Bomb Threat,,,"An executive staff member reports the school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377107,27/10/2020 11:33,Term 4,Criminal Activity,Metropolitan North,North Sydney,Bomb Threat,,,"Executive staff reports the school has received a bomb threat via email. Emergency management plan enacted and the school has been evacuated. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377108,27/10/2020 11:33,Term 4,Criminal Activity,Regional North,Hawkesbury,Bomb Threat,,,"Executive staff reports the school has received a bomb threat via email. Emergency management plan enacted and the school has been evacuated. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377109,27/10/2020 11:34,Term 4,Criminal Activity,Regional South,Macarthur,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377110,27/10/2020 11:34,Term 4,Criminal Activity,Regional South,Macarthur,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377118,27/10/2020 11:35,Term 4,Criminal Activity,Metropolitan North,Carlingford,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377123,27/10/2020 11:38,Term 4,Criminal Activity,Metropolitan North,The Hills,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377124,27/10/2020 11:38,Term 4,Criminal Activity,Metropolitan North,Quakers Hill,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377156,27/10/2020 12:13,Term 4,Welfare,Regional South,South Coast,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reported XXXX students have absconded from school grounds and their location is unknown. Parents, carers and police have been contacted. The school is managing the matter and supports are in place. The Director, Educational Leadership has been informed.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377161,27/10/2020 12:19,Term 4,Criminal Activity,Metropolitan South & South West,Bankstown,Bomb Threat,,,"An executive staff member reports the school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377186,27/10/2020 12:33,Term 4,Criminal Activity,Metropolitan South & South West,Cowpasture,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377226,27/10/2020 13:11,Term 4,Criminal Activity,Metropolitan North,Carlingford,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377232,27/10/2020 13:12,Term 4,Criminal Activity,Metropolitan North,Quakers Hill,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. Emergency services have been contacted and police are on their way to attend the school. Police advice is being followed.  Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377331,27/10/2020 14:12,Term 4,Criminal Activity,Metropolitan North,Quakers Hill,Bomb Threat,,,"An Executive staff member reports the school has received a bomb threat. Police have attended school grounds, and deemed the school to be fully operational. NIL impact to school operations. Media Unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377343,27/10/2020 14:18,Term 4,Welfare,Rural South and West,Mitchell,Student Welfare Concerns,Absconding / Missing Student,Self Harm,"An executive staff member reported a student in a heightened state absconded school grounds. The incident was filmed. Police were contacted. Parents notified the school of the students whereabouts. The student then threatened self-harm in their home and police and an ambulance were called. Media Unit have been contacted. #### was followed. Supports are in place for the student. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377344,27/10/2020 14:19,Term 4,Criminal Activity,Metropolitan South,Girraween,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377349,27/10/2020 14:25,Term 4,Welfare,Metropolitan South & South West,Fairfield,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff reports a student has absconded from school and their current whereabouts is unknown. Parents contacted. Police have been contacted. #### will be followed. The Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377369,27/10/2020 14:37,Term 4,Criminal Activity,Metropolitan South & South West,Fairfield,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377379,27/10/2020 14:42,Term 4,Criminal Activity,Metropolitan North,The Hills,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377429,27/10/2020 15:03,Term 4,Criminal Activity,Metropolitan North,Quakers Hill,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377431,27/10/2020 15:04,Term 4,Criminal Activity,Metropolitan South & South West,Chipping Norton,Bomb Threat,,,"An Executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377472,27/10/2020 15:17,Term 4,Criminal Activity,Metropolitan North,The Hills,Bomb Threat,,,"Executive staff reports the school has received a bomb threat via email. Emergency management plan enacted and the school has been evacuated. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377481,27/10/2020 15:18,Term 4,Criminal Activity,Metropolitan North,Quakers Hill,Bomb Threat,,,"Executive staff reports the school has received a bomb threat via email. Emergency management plan enacted and the school has been evacuated. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377700,27/10/2020 17:59,Term 4,Criminal Activity,Metropolitan South & South West,Fairfield,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. Emergency services contacted. Media Unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377728,28/10/2020 8:32,Term 4,Emergency Situation,Regional North,Mooney Mooney,Flood,,,"An employee reports some areas of the school experienced flooding due to the rain and poor drainage. No property damage occurred and no injures were sustained. Students and staff in the affected areas were kept inside for the day. The Director, Educational Leadership is aware and the school remains fully operational.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377741,28/10/2020 8:45,Term 4,Criminal Activity,Metropolitan South & South West,Cowpasture,Bomb Threat,,,"Executive staff reports that the school received a bomb threat. Emergency services were contacted. Media Unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377904,28/10/2020 10:41,Term 4,Criminal Activity,Regional South,Shoalhaven,Bomb Threat,,,"Executive staff reports the school has received a bomb threat via email. Emergency management plan has been enacted and the school is currently evacuating. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377910,28/10/2020 10:42,Term 4,Criminal Activity,Regional South,Shoalhaven,Bomb Threat,,,"The school received a bomb threat via email.  Reported to Police, Director notified, school is being evacuated and will contact media unit.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377911,28/10/2020 10:42,Term 4,Criminal Activity,Regional South,Yass,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377914,28/10/2020 10:43,Term 4,Criminal Activity,Regional South,Wollondilly,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377961,28/10/2020 11:06,Term 4,Criminal Activity,Rural North,Namoi,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377967,28/10/2020 11:07,Term 4,Criminal Activity,Regional South,South Coast,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377968,28/10/2020 11:08,Term 4,Criminal Activity,Rural South and West,Narrandera,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services will be contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-377973,28/10/2020 11:12,Term 4,Criminal Activity,Regional South,Goulburn,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware. Sweep has been completed and site cleared.  Staff and students are returning to class.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378004,28/10/2020 11:26,Term 4,Criminal Activity,Regional North and West,Mudgee,Bomb Threat,,,"Executive staff report that the school received a bomb threat via email. School is managing the matter. Supports are in place. Police have been notified. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378006,28/10/2020 11:26,Term 4,Violence,Metropolitan South,Iron Cove,Assault,,,"A family member informed the school that a student was xxxxx assaulted off school grounds. Medical treatment has been sought in hospital. Support to be put in place. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378046,28/10/2020 11:57,Term 4,Criminal Activity,Regional South,South Coast,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378065,28/10/2020 12:04,Term 4,Violence,Regional South,Lake Illawarra South,Assault,,Student Welfare Concerns,"An executive staff member reports a student and employee have sustained injuries after being assaulted by another student on school grounds. The student has then absconded and whereabouts are currently unknown. First aid provided. Police and parents will be notified. Director, Educational Leadership will be informed.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378093,28/10/2020 12:24,Term 4,Criminal Activity,Rural North,Mooki,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378177,28/10/2020 13:16,Term 4,Welfare,Metropolitan South & South West,Fairfield,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff reports XXXX students have absconded from school grounds and location is unknown. Parents have been made aware. Police have been notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378198,28/10/2020 13:30,Term 4,Violence,Metropolitan South,Bondi,Indecent Assault,,,"Executive staff reports a student has allegedly touched another student inappropriately on school grounds. Parents were informed. Police are aware and investigating the matter. Supports in place. #### will be followed. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378220,28/10/2020 13:49,Term 4,Criminal Activity,Regional North and West,Upper Hunter,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378320,28/10/2020 14:49,Term 4,Criminal Activity,Rural South and West,Cowra,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378328,28/10/2020 14:52,Term 4,Malicious Use of Technology,Regional North,Port Stephens,Nuisance Use of Technology,,,An executive staff member reports a students nuisance use of technology on school grounds. Parents to be notified. Supports are currently being organised for all students. The school is managing the matter.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378391,28/10/2020 15:15,Term 4,Criminal Activity,Regional North and West,Upper Hunter,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378529,28/10/2020 16:03,Term 4,Violence,Rural South and West,Queanbeyan,Assault,,Threat / Intimidation / Offens. Conduct,Executive staff member reports xxxxx students were involved in a physical altercation on school grounds. First aid was offered. Parents were notified and the students xxxxx at school. The incident was filmed and xxxxx on a social media platform by xxxxx other students. xxxxx students also engaged in threatening behaviour via social media. Police will be contacted. Media Unit will be notified. Mandatory reporting will be followed. Director will be made aware. The school is managing the incident.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378569,28/10/2020 16:21,Term 4,Criminal Activity,Rural South and West,Mitchell,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat. School is being evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378607,28/10/2020 16:36,Term 4,Violence,Rural North,Armidale,Indecent Assault,,,"An Executive staff member reports that a students has disclosed an allegation of indecent assault on school grounds. Parents are aware. #### is being followed and supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378623,28/10/2020 16:43,Term 4,Violence,Regional North and West,Macquarie,Assault,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports a student has assaulted another student and made threats of violence towards multiple students on school grounds. No injuries sustained. Parents were notified and collected the student. Police will be notified. Supports are in place. Director, Educational Leadership will be informed.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-378734,29/10/2020 8:16,Term 4,Violence,Metropolitan North,Mount Druitt,Assault,,,Executive staff report of a physical altercation between students. First aid administered. An ambulance was called and a student was conveyed to hospital for medical treatment. Parents notified.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379003,29/10/2020 10:39,Term 4,Criminal Activity,Metropolitan North,North Sydney,Bomb Threat,,,"An executive staff member reports a school has received a bomb threat via phone. School has been evacuated and emergency services contacted. Media Unit will be notified. Director, Educational Leadership will be made aware..",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379067,29/10/2020 11:09,Term 4,Emergency Situation,Rural North,Armidale,Severe Storm,,Severe Storm,"School damaged by hail and water, significant damage to various school buildings. Assets onsite, further rain expected.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379098,29/10/2020 11:30,Term 4,Emergency Situation,Rural South and West,West Wyalong,Utility Failure,,,"An executive staff member reports a power failure on school grounds. Electricians attended and isolated the fault. Power has resumed in some areas of the school and the school has resumed operations. No risks to staff or students. A report has been made on XXXX. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379117,29/10/2020 11:43,Term 4,Malicious Use of Technology,Metropolitan South & South West,Liverpool,Nuisance Use of Technology,,Student Behaviour,"An Executive staff member reports student behaviour involving nuisance use of technology. The school is managing the matter and will speak with the student and parents. Police will be informed. Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379119,29/10/2020 11:44,Term 4,Violence,Metropolitan North,The Ponds,Assault,,Student Welfare Concerns,Executive staff reports that a student assaulted another student on school grounds and then absconded from school. Their whereabouts are xxxxx unknown. The other student sustained injures and first aid has been applied. Parents have been notified and are searching for the student.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379146,29/10/2020 11:56,Term 4,Violence,Metropolitan North,Carlingford,Assault,,,"Students were involved in a physical altercation on school grounds. A student sustained an injury, first aid was administered and an ambulance was called. Student was conveyed to hospital for medical treatment. Parents of students were notified. Supports in place for students involved.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379306,29/10/2020 13:37,Term 4,Weapon,Rural North,Lismore,Possession of a Weapon,,,"A student was in possession of a XXXX on school grounds. XXXX student sustained an injury but no first aid was required. The prohibited items were confiscated and secured for police collection. Parents are aware and the school is continuing to manage the incident. The Director, Educational Leadership will be notified",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379476,29/10/2020 14:50,Term 4,Welfare,Metropolitan South & South West,St Andrews,Student Welfare Concerns,Absconding / Missing Student,,"Executive employee reports a student absconding from school grounds. No injuries were sustained. Multiple staff members intervened and the student was returned to school grounds. Parents were notified and the student was collected. Supports are in place. The school will continue to manage the matter. Media unit have been informed. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379770,29/10/2020 16:38,Term 4,Violence,Regional North,Lake Macquarie East,Allegations Of Sexual  Assault,,Self Harm,"An executive staff member reported a student self-harmed on school grounds and first aid was administered. The student disclosed allegations of ####  assault and expressed suicidal intentions. Parent and ambulance were contacted. The student was conveyed to hospital by ambulance. All #### has been followed. The school is managing the matter and supports are in place. The Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379836,30/10/2020 8:40,Term 4,Criminal Activity,Regional South,Lake Illawarra South,Bomb Threat,,,"Executive staff reports the school has received a bomb threat from a member of the community off school grounds. Emergency management plan enacted and the school has been evacuated. Police have been contacted. Media Unit and Director, Educational Leadership have been notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379868,30/10/2020 9:11,Term 4,Emergency Situation,Regional North,Tuggerah Lakes,Police Operation,,,The school was advised by NSW Police to place the school in lockdown due to a Police Operation.  Director notified and school resumed as normal with no injuries.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-379997,30/10/2020 10:37,Term 4,Welfare,Metropolitan North,Gordon,Attempted Suicide,,,Executive staff reports that a student attempted suicide on school grounds. Parents of another student were made aware and notified school staff. The student is currently in the care of family. Police will be notified. #### will be followed. Supports will be put in place at school.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380062,30/10/2020 11:24,Term 4,Emergency Situation,Rural South and West,Wagga Wagga,Utility Failure,,,"An executive staff member reports a kitchen appliance triggered an alarm in an area of the school. School followed procedures and evacuated the school. School has resumed full operations. No damage to school property. No injuries sustained to staff or students. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380119,30/10/2020 11:55,Term 4,Weapon,Metropolitan South & South West,Bungarribee,Possession of a Weapon,,Contact With Sharp Objects,"Executive staff member reported a student sustained an injury as a result of a weapon on school grounds. First aid was administered and the student was conveyed to hospital via ambulance. The weapon has been confiscated. Police and parents will be contacted. Supports are in place for the student. Director, Educational, Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380231,30/10/2020 12:53,Term 4,Welfare,Regional South,Campbelltown,Student Welfare Concerns,Absconding / Missing Student,"Steal, Extort or Fraud","An executive staff member reported a student stole school information and uploaded this to social media. The student absconded, the student's location is unknown and police were contacted. There are concerns for another student's safety as a result of the incident. The Director, Educational Leadership will be made aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380419,30/10/2020 14:34,Term 4,Welfare,Regional North,Lake Macquarie West,Student Behaviour,,Assault,"Executive staff member reported xxxxx students engaged in inappropriate behaviour where students and employees were physically impacted on school grounds. No injuries were sustained. The school was place in lockdown and returned to normal operations shortly after. Police were contacted and attended. Media Unit will be notified. Director, Educational, Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380468,30/10/2020 14:50,Term 4,Welfare,Regional North,Hawkesbury,Student Welfare Concerns,Absconding / Missing Student,Threat / Intimidation / Offens. Conduct,"Executive staff reports that a student was displaying threatening behaviour towards staff and students on school grounds. Carers were notified and a case worker came to the school to collect the student but the student absconded from school grounds. The student's whereabouts are currently unknown. Police have been notified and are searching for the student. The Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380473,30/10/2020 14:52,Term 4,Welfare,Rural South and West,Wagga Wagga,Student Behaviour,,,"A student has sustained an injury after engaging in unsafe behaviour on school grounds. First aid was applied. Parents were notified. Ambulance were called, arrived and assessed the student onsite. Clearance was given for the student to remain with parents. Medical treatment has been sought. School has managed the incident. Executive staff are aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380625,30/10/2020 15:35,Term 4,Welfare,Metropolitan South & South West,Fairfield,Student Welfare Concerns,Absconding / Missing Student,,An executive reports student welfare concerns of a student that absconded from school grounds. The student's location is unknown. The parent has not been contactable. Police have been informed. Executives are aware of the incident.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380810,30/10/2020 16:41,Term 4,Substances,Metropolitan South,Chullora,Usage and Consumption of Substances,,,"An executive staff member reports multiple students have been consuming a prohibited substance on school grounds. Footage of the behaviour has been posted on social media. Parents and police will be notified. Supports are being put in place. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380917,2/11/2020 9:12,Term 4,Violence,Metropolitan South & South West,Bankstown,Indecent Assault,,,It is alleged that a student has inappropriately touched other students. #### was followed. Support services will be organised. ,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-380969,2/11/2020 10:16,Term 4,Violence,Metropolitan South & South West,Liverpool,Assault,,,"Executive staff report an incident has been xxxxx on a social media platform involving multiple students in a physical altercation on school grounds, after xxxxx xxxxx. Another student xxxxx an xxxxx xxxxx after intervening. xxxxx was administered. A student's family members have xxxxx xxxxx xxxxx on a social media platform. Police are xxxxx investigating. The incident has been xxxxx on the media. Media Unit is aware. School will continue to manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381005,2/11/2020 10:40,Term 4,Welfare,Rural South and West,Hume,Attempted Suicide,,,A parent notified executive staff of a student attempting suicide off school grounds. The student was conveyed to hospital via ambulance and currently remains in hospital. Internal and external supports are in place.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381044,2/11/2020 11:04,Term 4,Emergency Situation,Metropolitan South,Bondi,Utility Failure,,,An executive staff member reported a utility failure on school grounds outside of school hours. The school returned to normal operations shortly after. A Report has been made to XXXX and XXXX has been notified.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381060,2/11/2020 11:08,Term 4,Emergency Situation,Metropolitan South & South West,St Andrews,Flood,,,"Executive staff member reports flooding to the pre-school  on school grounds due to downpour of rain. Pre-school is closed. School remains operational. A report will be logged on XXXXX and Assets Management Unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381061,2/11/2020 11:08,Term 4,Emergency Situation,Regional South,Shoalhaven,Flood,,,"Executive staff member reports of flooding in one classroom and administration block.  Asset Management Unit has been notified. Director, Educational Leadership will be advised.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381138,2/11/2020 11:47,Term 4,Emergency Situation,Rural South and West,Albury,Utility Failure,,,"Executive staff member reports that a water main has burst off school grounds and the school's water supply has been affected. The relevant authorities are investigating. The school has ceased operations. Parents were called and are collecting students from the school. The school is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381232,2/11/2020 12:48,Term 4,Welfare,Regional North,Lake Macquarie North,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff reports a student absconded from school grounds. Carers and police were contacted. Student was located the following day. No injuries sustained. Student will return to school within the week. Internal and external supports are in place. School will continue to manage. Director, Educational Leadership will be advised.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381233,2/11/2020 12:48,Term 4,Violence,Metropolitan South,Canterbury,Assault,,Suicidal Intentions,"An executive staff member reported a student was assaulted by a xxxxx xxxxx off school grounds. The student disclosed suicidal intentions. Police were contacted and attended the school. An ambulance was called and the student was conveyed to hospital. Mandatory reporting has been followed. Supports are in place for the student. Director, Educational, Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381359,2/11/2020 13:47,Term 4,Emergency Situation,Metropolitan South & South West,St Andrews,Utility Failure,,,"Executive staff reports a utility failure involving a sewerage pipe has occurred on school grounds. The area has been closed off. Contractors have rectified the issue. Media unit will be notified.  Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-381391,2/11/2020 14:06,Term 4,Emergency Situation,Metropolitan North,The Forest,Utility Failure,,,"Executive staff reports there has been no water supply on school grounds from midday. Sydney Water has been contacted and will attend school. School remains operational. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
